iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,death_rate,death_rate_smoothed,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,total_hosp,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million,perc,tests_units_grouped,start_date,pandemic_days,full_vax_prc20,full_vax_prc20_days,full_vax_prc75,full_vax_prc75_days,full_vax_prc50,full_vax_prc50_days
ESP,Europe,Spain,2021-08-26,4907073,7115,64317,NA,7115,64317,104974.88163562294,152.20810508371432,1375.905649285912,NA,152.20810508371432,1375.9056492859106,NA,NA,0.76,1701,36.389,7368,7368,157.62,NA,NA,NA,NA,NA,55553968,1188.442,NA,116720,2.497,0.079,12.7,tests performed,65035990,36237517,32459380,NA,321489,277864,139.13,77.52,69.44,NA,5944,113621,0.243,47.69,46.74521107852146,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56,0.904,NA,NA,NA,NA,69.44,tested,2020-02-01,572,2021-04-19,129,2021-08-17,9,2021-08-17,9
ARE,Asia,United Arab Emirates,2021-08-26,713402,991,7236,NA,991,7236,71403.87068668335,99.18844613626428,724.2458085186759,NA,99.18844613626428,724.2458085186763,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,306873,73166834,7323.214,30.715,311324,31.16,0.003,301.2,tests performed,17909062,8485738,7417604,NA,65999,48950,179.25,84.93,74.24,NA,4899,32460,0.325,49.07,9.991083020280128,112.442,34,1.144,0.526,67293.483,NA,317.84,17.26,1.2,37.4,NA,1.2,77.97,0.89,NA,NA,NA,NA,74.24,tested,2020-01-29,575,2021-02-23,184,2021-07-13,44,2021-07-13,44
URY,South America,Uruguay,2021-08-26,384479,66,700,NA,66,700,110319.14809192407,18.937481043352143,200.85207167191788,NA,18.937481043352143,200.85207167191666,NA,NA,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8381,2.405,0.012,83.8,tests performed,5435355,2653884,2487896,293575,53579,29471,155.96,76.15,71.39,8.42,8456,2530,0.073,52.78,3.4851520035273538,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,NA,2.8,77.91,0.817,NA,NA,NA,NA,71.39,tested,2020-03-13,531,2021-04-02,146,2021-08-13,13,2021-08-13,13
DNK,Europe,Denmark,2021-08-27,345803,936,6789,NA,936,6789,59484.781723138585,161.01004240234386,1167.838865245206,NA,161.01004240234386,1167.8388652452054,NA,NA,0.93,19,3.268,126,126,21.674,NA,NA,NA,NA,76030,39661006,6822.458,13.079,72712,12.508,0.013,75,tests performed,8498688,4385021,4136196,NA,24777,26326,146.19,75.43,71.15,NA,4529,4738,0.082,38.89,5.813301990574312,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,NA,2.5,80.9,0.94,NA,NA,NA,NA,71.15,tested,2020-02-27,547,2021-04-23,126,2021-08-23,4,2021-08-23,4
ISL,Europe,Iceland,2021-08-27,10515,71,534,NA,71,534,30623.834968348543,206.78005542108858,1555.2190083783273,NA,206.78005542108858,1555.2190083783282,NA,NA,0.86,NA,NA,14,14,40.774,NA,NA,NA,NA,2668,575510,1676.113,7.77,2608,7.596,NA,NA,tests performed,526545,279121,263531,37779,1422,2230,153.35,81.29,76.75,11,6495,291,0.085,32.41,0.3433600008251039,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.949,NA,NA,NA,NA,76.75,tested,2020-02-28,546,2021-04-16,133,2021-06-24,64,2021-06-24,64
MLT,Europe,Malta,2021-08-27,36032,40,337,NA,40,337,69815.92725612903,77.50435974259439,652.9742308313605,NA,77.50435974259439,652.9742308313577,NA,NA,0.81,2,3.875,29,29,56.191,NA,NA,NA,NA,3411,1178309,2283.102,6.609,3184,6.169,0.015,66.1,tests performed,795190,412948,411798,NA,659,622,154.08,80.01,79.79,NA,1205,328,0.064,43.52,0.5160999991851689,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,NA,4.485,82.53,0.895,NA,NA,NA,NA,79.79,tested,2020-03-07,538,2021-03-22,158,2021-07-20,38,2021-07-20,38
PRT,Europe,Portugal,2021-08-27,1030952,2370,16159,NA,2370,16159,101392.58492436832,233.08594994796354,1589.21344523592,NA,233.08594994796354,1589.2134452359253,NA,NA,0.93,144,14.162,675,675,66.385,NA,NA,NA,NA,71676,16876752,1659.803,7.049,51363,5.051,0.045,22.3,tests performed,14546798,8497842,7521824,NA,55314,74044,143.07,83.58,73.98,NA,7282,60184,0.592,52.78,10.167923036669961,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,NA,3.39,82.05,0.864,NA,NA,NA,NA,73.98,tested,2020-03-02,543,2021-04-19,130,2021-08-14,13,2021-08-14,13
SGP,Asia,Singapore,2021-08-27,66928,0,522,NA,0,522,12272.26051821988,0,95.71659082164122,NA,0,95.71659082164084,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60683,11.127,0.001,813.8,samples tested,8831614,4585919,4364911,NA,21040,17438,161.94,84.09,80.04,NA,3198,4863,0.089,47.22,5.453600003083055,7915.731,42.4,12.922,7.049,85535.383,NA,92.243,10.99,5.2,28.3,NA,2.4,83.62,0.938,NA,NA,NA,NA,80.04,tested,2020-01-23,582,2021-04-06,143,2021-07-16,42,2021-07-16,42
URY,South America,Uruguay,2021-08-27,384552,73,628,NA,73,628,110340.09409368414,20.946001760071308,180.19300144280646,NA,20.946001760071308,180.1930014428052,NA,NA,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3298839,946.541,NA,7449,2.137,0.012,83,tests performed,5479000,2657085,2494187,327728,43645,28727,157.21,76.24,71.57,9.4,8243,2147,0.062,52.78,3.4851520035273538,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,NA,2.8,77.91,0.817,NA,NA,NA,NA,71.57,tested,2020-03-13,532,2021-04-02,147,2021-08-13,14,2021-08-13,14
DNK,Europe,Denmark,2021-08-28,346680,877,6640,NA,877,6640,59635.642628252746,150.86090511416194,1142.207993110645,NA,150.86090511416194,1142.2079931106443,NA,NA,0.91,19,3.268,124,124,21.33,NA,NA,NA,NA,47485,39708491,6830.626,8.168,72578,12.485,0.013,76.5,tests performed,8511443,4387736,4146228,NA,12755,24683,146.41,75.48,71.32,NA,4246,4477,0.077,38.89,5.813301990574312,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,NA,2.5,80.9,0.94,NA,NA,NA,NA,71.32,tested,2020-02-27,548,2021-04-23,127,2021-08-23,5,2021-08-23,5
MLT,Europe,Malta,2021-08-28,36081,49,318,NA,49,318,69910.8700968137,94.94284068467812,616.1596599536282,NA,94.94284068467812,616.1596599536254,NA,NA,0.86,1,1.938,32,32,62.003,NA,NA,NA,NA,3249,1181558,2289.397,6.295,3185,6.171,0.014,70.1,tests performed,795566,413174,412002,NA,376,618,154.15,80.06,79.83,NA,1197,331,0.064,43.52,0.5160999991851689,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,NA,4.485,82.53,0.895,NA,NA,NA,NA,79.83,tested,2020-03-07,539,2021-03-22,159,2021-07-20,39,2021-07-20,39
PRT,Europe,Portugal,2021-08-28,1033326,2374,15857,NA,2374,15857,101626.06426832463,233.47934395631452,1559.5121976054202,NA,233.47934395631452,1559.5121976054254,NA,NA,0.92,143,14.064,657,657,64.615,NA,NA,NA,NA,50082,16926834,1664.729,4.925,51012,5.017,0.044,22.5,tests performed,14606798,8535112,7544554,NA,60000,71185,143.66,83.94,74.2,NA,7001,57560,0.566,52.78,10.167923036669961,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,NA,3.39,82.05,0.864,NA,NA,NA,NA,74.2,tested,2020-03-02,544,2021-04-19,131,2021-08-14,14,2021-08-14,14
SGP,Asia,Singapore,2021-08-28,67171,243,728,NA,243,728,12316.818241533403,44.55772331352246,133.4898048240512,NA,44.55772331352246,133.4898048240508,NA,NA,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61146,11.212,0.002,587.9,samples tested,8850465,4590629,4424703,NA,18851,16522,162.29,84.18,81.13,NA,3030,4412,0.081,47.22,5.453600003083055,7915.731,42.4,12.922,7.049,85535.383,NA,92.243,10.99,5.2,28.3,NA,2.4,83.62,0.938,NA,NA,NA,NA,81.13,tested,2020-01-23,583,2021-04-06,144,2021-07-16,43,2021-07-16,43
URY,South America,Uruguay,2021-08-28,384643,91,596,NA,91,596,110366.20486300149,26.110769317349167,171.01119245209026,NA,26.110769317349167,171.01119245208906,NA,NA,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6551,1.88,0.013,76.9,tests performed,5486441,2657266,2496279,332896,7441,28612,157.42,76.25,71.63,9.55,8210,2093,0.06,52.78,3.4851520035273538,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,NA,2.8,77.91,0.817,NA,NA,NA,NA,71.63,tested,2020-03-13,533,2021-04-02,148,2021-08-13,15,2021-08-13,15
DNK,Europe,Denmark,2021-08-29,347422,742,6662,NA,742,6662,59763.28093109734,127.6383028445931,1145.9924171842044,NA,127.6383028445931,1145.9924171842038,NA,NA,0.89,19,3.268,129,129,22.19,NA,NA,177.711,30.57,57655,39766146,6840.544,9.918,72016,12.388,0.013,75.7,tests performed,8525591,4390143,4157964,NA,14148,23953,146.66,75.52,71.52,NA,4120,4387,0.075,38.89,5.813301990574312,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,NA,2.5,80.9,0.94,-738.8,-0.8,6.29,-127.087840955106,71.52,tested,2020-02-27,549,2021-04-23,128,2021-08-23,6,2021-08-23,6
MLT,Europe,Malta,2021-08-29,36131,50,315,NA,50,315,70007.75054649194,96.88044967824298,610.3468329729336,NA,96.88044967824298,610.3468329729308,NA,NA,0.9,2,3.875,27,27,52.315,2.006,3.887,15.045,29.151,3278,1184836,2295.749,6.351,3221,6.241,0.014,71.6,tests performed,795649,413205,412062,NA,83,622,154.17,80.06,79.84,NA,1205,332,0.064,43.52,0.5160999991851689,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,NA,4.485,82.53,0.895,379.2,5.89,24.18,734.741329199768,79.84,tested,2020-03-07,540,2021-03-22,160,2021-07-20,40,2021-07-20,40
PRT,Europe,Portugal,2021-08-29,1035108,1782,15527,NA,1782,15527,101801.321299045,175.2570307203675,1527.0571919164631,NA,175.2570307203675,1527.0571919164684,NA,NA,0.9,148,14.556,698,698,68.647,NA,NA,126.409,12.432,21569,16948403,1666.85,2.121,50896,5.006,0.044,22.9,tests performed,14685643,8610175,7548336,NA,78845,64087,144.43,84.68,74.24,NA,6303,50257,0.494,52.78,10.167923036669961,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,NA,3.39,82.05,0.864,18009.6,9.42,6.7,1771.21718958729,74.24,tested,2020-03-02,545,2021-04-19,132,2021-08-14,15,2021-08-14,15
QAT,Asia,Qatar,2021-08-29,232366,179,1529,NA,179,1529,79291.62189048842,61.08122667859079,521.7496960422643,NA,61.08122667859079,521.7496960422643,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,6126,2492185,850.423,2.09,5564,1.899,NA,NA,people tested,4413329,2318916,2094413,NA,43745,22992,150.6,79.13,71.47,NA,7846,6877,0.235,50,2.930523988031501,227.322,31.9,1.307,0.617,116935.6,NA,176.69,16.52,0.8,26.9,NA,1.2,80.23,0.848,NA,NA,NA,NA,71.47,tested,2020-02-29,547,2021-04-29,122,2021-08-13,16,2021-08-13,16
SGP,Asia,Singapore,2021-08-29,67171,0,693,NA,0,693,12316.818241533403,0,127.07202574597183,NA,0,127.07202574597146,NA,NA,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61610,11.297,0.002,622.3,samples tested,8861176,4593269,4427247,NA,10711,16247,162.48,84.22,81.18,NA,2979,4332,0.079,47.22,5.453600003083055,7915.731,42.4,12.922,7.049,85535.383,NA,92.243,10.99,5.2,28.3,NA,2.4,83.62,0.938,NA,NA,NA,NA,81.18,tested,2020-01-23,584,2021-04-06,145,2021-07-16,44,2021-07-16,44
ESP,Europe,Spain,2021-08-29,4916562,0,61356,NA,0,61356,105177.87569172123,0,1312.562262194854,NA,0,1312.5622621948526,NA,NA,0.76,NA,NA,NA,NA,NA,313.066,6.697,3030.913,64.839,NA,NA,NA,NA,111737,2.39,0.078,12.7,tests performed,65444891,36346563,32811664,NA,NA,264844,140,77.75,70.19,NA,5666,97026,0.208,47.69,46.74521107852146,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56,0.904,90879.2,12.8,18.49,1944.13926166683,70.19,tested,2020-02-01,575,2021-04-19,132,2021-08-17,12,2021-08-17,12
URY,South America,Uruguay,2021-08-29,384713,70,598,NA,70,598,110386.29007016867,20.085207167191665,171.58505551401,NA,20.085207167191665,171.58505551400881,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5653,1.622,0.015,66.2,tests performed,5487181,2657269,2496290,333622,740,28594,157.44,76.25,71.63,9.57,8205,2091,0.06,52.78,3.4851520035273538,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,NA,2.8,77.91,0.817,NA,NA,NA,NA,71.63,tested,2020-03-13,534,2021-04-02,149,2021-08-13,16,2021-08-13,16
DNK,Europe,Denmark,2021-08-30,348184,762,6641,NA,762,6641,59894.35961946335,131.0786883660107,1142.3800123867159,NA,131.0786883660107,1142.3800123867154,NA,NA,0.87,22,3.784,142,142,24.427,NA,NA,NA,NA,69700,39835846,6852.533,11.99,70652,12.154,0.013,74.5,tests performed,8553341,4394245,4182522,NA,27750,22842,147.13,75.59,71.95,NA,3929,4162,0.072,38.89,5.813301990574312,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,NA,2.5,80.9,0.94,NA,NA,NA,NA,71.95,tested,2020-02-27,550,2021-04-23,129,2021-08-23,7,2021-08-23,7
MLT,Europe,Malta,2021-08-30,36165,34,292,NA,34,292,70073.62925227315,65.87870578120523,565.7818261209418,NA,65.87870578120523,565.7818261209391,NA,NA,0.93,2,3.875,31,31,60.066,NA,NA,NA,NA,2362,1187198,2300.326,4.577,3179,6.16,0.013,76.2,tests performed,796333,413598,412419,NA,684,594,154.3,80.14,79.91,NA,1151,327,0.063,43.52,0.5160999991851689,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,NA,4.485,82.53,0.895,NA,NA,NA,NA,79.91,tested,2020-03-07,541,2021-03-22,161,2021-07-20,41,2021-07-20,41
PRT,Europe,Portugal,2021-08-30,1036180,1072,15473,NA,1072,15473,101906.75089328307,105.4295942380662,1521.7463728037246,NA,105.4295942380662,1521.7463728037296,NA,NA,0.89,149,14.654,705,705,69.336,NA,NA,NA,NA,55852,17004255,1672.343,5.493,50664,4.983,0.044,22.9,tests performed,14731463,8642195,7642825,NA,45820,62026,144.88,84.99,75.17,NA,6100,47973,0.472,52.78,10.167923036669961,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,NA,3.39,82.05,0.864,NA,NA,NA,NA,75.17,tested,2020-03-02,546,2021-04-19,133,2021-08-14,16,2021-08-14,16
SGP,Asia,Singapore,2021-08-30,67459,288,883,NA,288,883,12369.62739509017,52.809153556767356,161.91139788411695,NA,52.809153556767356,161.91139788411658,NA,NA,1.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17773017,3258.951,NA,62073,11.382,0.002,492.1,samples tested,8876002,4597435,4431263,NA,14826,15734,162.75,84.3,81.25,NA,2885,4291,0.079,47.22,5.453600003083055,7915.731,42.4,12.922,7.049,85535.383,NA,92.243,10.99,5.2,28.3,NA,2.4,83.62,0.938,NA,NA,NA,NA,81.25,tested,2020-01-23,585,2021-04-06,146,2021-07-16,45,2021-07-16,45
ESP,Europe,Spain,2021-08-30,4932051,15489,52946,NA,15489,52946,105509.22514212765,331.34945040641617,1132.6507845063034,NA,331.34945040641617,1132.6507845063018,NA,NA,0.75,1652,35.341,7114,7114,152.187,NA,NA,NA,NA,NA,NA,NA,NA,110076,2.355,0.069,14.6,tests performed,65673013,36431416,32996436,NA,228122,247802,140.49,77.94,70.59,NA,5301,85670,0.183,47.69,46.74521107852146,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56,0.904,NA,NA,NA,NA,70.59,tested,2020-02-01,576,2021-04-19,133,2021-08-17,13,2021-08-17,13
URY,South America,Uruguay,2021-08-30,384799,86,597,NA,86,597,110410.96618183123,24.67611166254976,171.29812398305012,NA,24.67611166254976,171.29812398304895,NA,NA,1.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3315862,951.425,NA,5537,1.589,0.015,64.9,tests performed,5538463,2662291,2501901,374271,51282,28309,158.92,76.39,71.79,10.74,8123,2283,0.066,52.78,3.4851520035273538,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,NA,2.8,77.91,0.817,NA,NA,NA,NA,71.79,tested,2020-03-13,535,2021-04-02,150,2021-08-13,17,2021-08-13,17
CHL,South America,Chile,2021-08-31,1638675,345,3901,NA,345,3901,85292.73979453139,17.957188111805774,203.04635021494227,NA,17.957188111805774,203.04635021494008,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,26111,20035523,1042.845,1.359,50251,2.616,0.011,90.2,tests performed,29050508,14429038,13668264,1499112,203267,119066,151.21,75.1,71.14,7.8,6197,9936,0.052,63.43,19.21236208319181,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18,0.851,NA,NA,NA,NA,71.14,tested,2020-02-23,555,2021-03-04,180,2021-08-31,0,2021-08-31,0
DNK,Europe,Denmark,2021-08-31,349029,845,6141,NA,845,6141,60039.715907743244,145.35628827989376,1056.3703743512758,NA,145.35628827989376,1056.3703743512751,NA,NA,0.85,21,3.612,147,147,25.287,NA,NA,NA,NA,64901,39900747,6863.698,11.164,69390,11.936,0.013,79.1,tests performed,8573813,4397915,4199655,NA,20472,20875,147.49,75.65,72.24,NA,3591,3855,0.066,38.89,5.813301990574312,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,NA,2.5,80.9,0.94,NA,NA,NA,NA,72.24,tested,2020-02-27,551,2021-04-23,130,2021-08-23,8,2021-08-23,8
ISL,Europe,Iceland,2021-08-31,10790,84,535,NA,84,535,31424.743633711914,244.64119232917523,1558.1314035251032,NA,244.64119232917523,1558.1314035251044,NA,NA,0.8,NA,NA,10,10,29.124,NA,NA,NA,NA,3309,586099,1706.952,9.637,2663,7.756,NA,NA,tests performed,527448,279365,263695,38439,NA,983,153.61,81.36,76.8,11.19,2863,248,0.072,32.41,0.3433600008251039,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.949,NA,NA,NA,NA,76.8,tested,2020-02-28,550,2021-04-16,137,2021-06-24,68,2021-06-24,68
MLT,Europe,Malta,2021-08-31,36213,48,305,NA,48,305,70166.63448396426,93.00523169111327,590.9707430372849,NA,93.00523169111327,590.9707430372822,NA,NA,0.98,2,3.875,31,31,60.066,NA,NA,NA,NA,3117,1190315,2306.365,6.04,3133,6.071,0.014,71.9,tests performed,797017,413985,412767,NA,684,572,154.43,80.21,79.98,NA,1108,320,0.062,43.52,0.5160999991851689,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,NA,4.485,82.53,0.895,NA,NA,NA,NA,79.98,tested,2020-03-07,542,2021-03-22,162,2021-07-20,42,2021-07-20,42
PRT,Europe,Portugal,2021-08-31,1038088,1908,15120,NA,1908,15120,102094.39983526648,187.6489419834238,1487.0293515667495,NA,187.6489419834238,1487.0293515667545,NA,NA,0.87,136,13.375,677,677,66.582,NA,NA,NA,NA,51210,17055465,1677.379,5.036,50815,4.998,0.043,23.5,tests performed,14786296,8673190,7666663,NA,54833,59931,145.42,85.3,75.4,NA,5894,44557,0.438,52.78,10.167923036669961,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,NA,3.39,82.05,0.864,NA,NA,NA,NA,75.4,tested,2020-03-02,547,2021-04-19,134,2021-08-14,17,2021-08-14,17
QAT,Asia,Qatar,2021-08-31,232744,173,1401,NA,173,1401,79420.60906191025,59.03381125919669,478.0715004285234,NA,59.03381125919669,478.07150042852345,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,6669,2504644,854.674,2.276,5760,1.966,NA,NA,people tested,4454401,2323543,2130858,NA,NA,23783,152,79.29,72.71,NA,8116,6019,0.205,50,2.930523988031501,227.322,31.9,1.307,0.617,116935.6,NA,176.69,16.52,0.8,26.9,NA,1.2,80.23,0.848,864.8,23.19,24.65,295.100807910121,72.71,tested,2020-02-29,549,2021-04-29,124,2021-08-13,18,2021-08-13,18
SGP,Asia,Singapore,2021-08-31,67620,161,928,NA,161,928,12399.149178849335,29.521783759165086,170.16282812736185,NA,29.521783759165086,170.16282812736148,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61872,11.345,0.002,466.7,samples tested,8890717,4601255,4434945,NA,14715,15627,163.02,84.37,81.32,NA,2865,4235,0.078,47.22,5.453600003083055,7915.731,42.4,12.922,7.049,85535.383,NA,92.243,10.99,5.2,28.3,NA,2.4,83.62,0.938,540.4,1.47,4.58,99.0905090215638,81.32,tested,2020-01-23,586,2021-04-06,147,2021-07-16,46,2021-07-16,46
ESP,Europe,Spain,2021-08-31,4939818,7767,50641,NA,7767,50641,105675.3812000595,166.15605793186353,1083.3409205262667,NA,166.15605793186353,1083.340920526265,NA,NA,0.75,1571,33.608,6806,6806,145.598,NA,NA,NA,NA,NA,NA,NA,NA,108415,2.319,0.067,15,tests performed,66130220,36533328,33376693,NA,457207,259607,141.47,78.15,71.4,NA,5554,83280,0.178,47.69,46.74521107852146,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,NA,2.97,83.56,0.904,NA,NA,NA,NA,71.4,tested,2020-02-01,577,2021-04-19,134,2021-08-17,14,2021-08-17,14
URY,South America,Uruguay,2021-08-31,384955,156,647,NA,156,647,110455.72750066097,44.76131882974143,185.64470053104418,NA,44.76131882974143,185.644700531043,NA,NA,1.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,9732,3325594,954.218,2.792,6151,1.765,0.015,66.5,tests performed,5587459,2665770,2508312,413377,48996,29383,160.32,76.49,71.97,11.86,8431,2266,0.065,52.78,3.4851520035273538,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,NA,2.8,77.91,0.817,NA,NA,NA,NA,71.97,tested,2020-03-13,536,2021-04-02,151,2021-08-13,18,2021-08-13,18
CHL,South America,Chile,2021-09-01,1639123,448,3950,NA,448,3950,85316.05811416643,23.31831963504054,205.59679142502483,NA,23.31831963504054,205.59679142502264,NA,NA,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,41971,20077494,1045.03,2.185,50814,2.645,0.011,90.1,tests performed,29207667,14431824,13702869,1620251,157159,125315,152.03,75.12,71.32,8.43,6523,7768,0.04,63.43,19.21236208319181,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,NA,2.11,80.18,0.851,NA,NA,NA,NA,71.32,tested,2020-02-23,556,2021-03-04,181,2021-08-31,1,2021-08-31,1
DNK,Europe,Denmark,2021-09-01,349863,834,5983,NA,834,5983,60183.17998398636,143.46407624311408,1029.1913287320767,NA,143.46407624311408,1029.1913287320763,NA,NA,0.83,25,4.3,134,134,23.051,NA,NA,NA,NA,60594,39961341,6874.121,10.423,66530,11.444,0.013,77.8,tests performed,8586828,4400893,4210246,NA,13015,19377,147.71,75.7,72.42,NA,3333,3572,0.061,29.63,5.813301990574312,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,NA,2.5,80.9,0.94,NA,NA,NA,NA,72.42,tested,2020-02-27,552,2021-04-23,131,2021-08-23,9,2021-08-23,9
ISL,Europe,Iceland,2021-09-01,10857,67,515,NA,67,515,31619.874108545897,195.130474833985,1499.8835005895853,NA,195.130474833985,1499.8835005895864,NA,NA,0.79,NA,NA,10,10,29.124,NA,NA,NA,NA,3101,589200,1715.983,9.031,2714,7.904,NA,NA,tests performed,527908,279509,263778,38684,460,704,153.75,81.4,76.82,11.27,2050,249,0.073,32.41,0.3433600008251039,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,NA,2.91,82.99,0.949,NA,NA,NA,NA,76.82,tested,2020-02-28,551,2021-04-16,138,2021-06-24,69,2021-06-24,69
MLT,Europe,Malta,2021-09-01,36289,76,339,NA,76,339,70313.89276747519,147.25828351092932,656.8494488184901,NA,147.25828351092932,656.8494488184874,NA,NA,1.02,2,3.875,31,31,60.066,NA,NA,NA,NA,4043,1194358,2314.199,7.834,3246,6.289,0.015,67,tests performed,797562,414285,413041,NA,545,528,154.54,80.27,80.03,NA,1023,292,0.057,43.52,0.5160999991851689,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,NA,4.485,82.53,0.895,NA,NA,NA,NA,80.03,tested,2020-03-07,543,2021-03-22,163,2021-07-20,43,2021-07-20,43
PRT,Europe,Portugal,2021-09-01,1039653,1565,13623,NA,1565,13623,102248.31524103381,153.91540576732612,1339.8016439413902,NA,153.91540576732612,1339.8016439413955,NA,NA,0.84,131,12.884,681,681,66.975,NA,NA,NA,NA,48837,17104302,1682.182,4.803,50457,4.962,0.039,25.9,tests performed,14837067,8696989,7693635,NA,50771,58532,145.92,85.53,75.67,NA,5757,41224,0.405,52.78,10.167923036669961,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,NA,3.39,82.05,0.864,NA,NA,NA,NA,75.67,tested,2020-03-02,548,2021-04-19,135,2021-08-14,18,2021-08-14,18
